sample,lang,fips,state,cregion,eminuse,intmob,smart1,pial2,pial3,SmartPhone,employ,par,sex,age,educ2,hisp,race,inc,income,party,iphoneuse,hphoneuse
Cell,English,"MADERA, CA",California,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,No,Female,72,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"JACKSON, OR",Oregon,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,26,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,cpo,CPO HH
Cell,English,"MAHONING, OH",Ohio,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Female,33,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
Cell,English,"OAKLAND, MI",Michigan,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,22,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,Don't know/Refused (VOL.),Undesignated,Republican,Dual,Dual HH
Cell,English,"NORFOLK, MA",Massachusetts,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,24,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"FRANKLIN, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,59,Two year associate degree from a college or university,No,Black or African-American,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"BUCKS, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,Yes,Male,36,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,cpo,CPO HH
Cell,English,"MITCHELL, GA",Georgia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,50,"Some college, no degree (includes some community college)",No,Black or African-American,"$50,000 to under $75,000",$50K-LT $75K,Democrat,cpo,CPO HH
Cell,English,"LUZERNE, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,67,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000",$75K+,Republican,Dual,Dual HH
Cell,English,"MIAMI-DADE, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,52,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,Dual,Dual HH
Cell,English,"PASCO, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Male,52,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"DURHAM, NC",North Carolina,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,69,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"ATLANTIC, NJ",New Jersey,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,65,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"HIGHLANDS, FL",Florida,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,79,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,No preference (VOL.),Dual,Dual HH
Cell,English,"HANCOCK, WV",West Virginia,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,Yes,Female,30,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"WESTMORELAND, PA",Pennsylvania,Northeast,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed part-time,No,Male,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Cell,English,"NEW YORK, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,36,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$30,000 to under $40,000",$30K-LT $50K,Democrat,cpo,CPO HH
Cell,English,"ORANGE, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,32,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"TROUP, GA",Georgia,South,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed part-time,No,Male,63,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Republican,cpo,CPO HH
Cell,English,"STARK, OH",Ohio,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,68,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Cell,English,"FORSYTH, NC",North Carolina,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,62,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),$75K+,Independent,Dual,Dual HH
Cell,English,"PINELLAS, FL",Florida,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,79,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000",Under $30K,Democrat,Dual,Dual HH
Cell,English,"CABELL, WV",West Virginia,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,78,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,cpo,CPO HH
Cell,English,"MARION, IN",Indiana,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Male,21,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Black or African-American,"$50,000 to under $75,000",$50K-LT $75K,Democrat,cpo,CPO HH
Cell,English,"CECIL, MD",Maryland,South,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,57,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"BROWARD, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,Yes,Male,64,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Cell,English,"PRINCE WILLIAM, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,33,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Yes,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"SARASOTA, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,25,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"ESSEX, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,20,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000",$75K+,Republican,Dual,Dual HH
Cell,Spanish,"POLK, FL",Florida,South,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,Yes,Male,37,Less than high school (Grades 1-8 or no formal schooling),Yes,Mixed race,"$20,000 to under $30,000",Under $30K,Independent,cpo,CPO HH
Cell,English,"FAIRFAX, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,35,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$100,000 to under $150,000",$75K+,Don't know/Refused (VOL.),Dual,Dual HH
Cell,English,"LAMPASAS, TX",Texas,South,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,51,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Cell,English,"ECTOR, TX",Texas,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Male,62,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000",$75K+,Republican,cpo,CPO HH
Cell,English,"PICKENS, SC",South Carolina,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,35,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,No preference (VOL.),Dual,Dual HH
Cell,English,"MONONGALIA, WV",West Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,42,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"TARRANT, TX",Texas,South,No,No,"Yes, smartphone",,,"Cell, smartphone",Not employed,No,Female,70,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Cell,English,"CABARRUS, NC",North Carolina,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,45,Two year associate degree from a college or university,No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Cell,English,"SEDGWICK, KS",Kansas,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Independent,cpo,CPO HH
Cell,English,"BERGEN, NJ",New Jersey,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Female,Refused (VOL.),"Some postgraduate or professional schooling, no postgraduate degree",No,White,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Cell,English,"TOOMBS, GA",Georgia,South,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,25,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"SAINT JOHNS, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed full-time,No,Male,31,"Some college, no degree (includes some community college)",Yes,White,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Cell,English,"ERIE, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,29,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,cpo,CPO HH
Cell,English,"SUFFOLK, NY",New York,Northeast,No,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,61,Two year associate degree from a college or university,No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Cell,English,"WASHINGTON, AR",Arkansas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,19,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"Less than $10,000",Under $30K,Republican,cpo,CPO HH
Cell,English,"TARRANT, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,42,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$100,000 to under $150,000",$75K+,Republican,cpo,CPO HH
Cell,English,"MARION, IN",Indiana,Midwest,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed part-time,No,Male,70,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Cell,English,"PALM BEACH, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,40,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Independent,cpo,CPO HH
Cell,English,"SAN DIEGO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,25,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000",Under $30K,Republican,cpo,CPO HH
Cell,Spanish,"COOK, IL",Illinois,Midwest,No,No,"Yes, smartphone",,,"Cell, smartphone",Not employed,No,Male,59,Less than high school (Grades 1-8 or no formal schooling),Yes,White,"Less than $10,000",Under $30K,No preference (VOL.),cpo,CPO HH
Cell,English,"MINNEHAHA, SD",South Dakota,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed full-time,No,Female,56,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),Under $30K,Independent,cpo,CPO HH
Cell,English,"BAY, FL",Florida,South,No,No,"Yes, smartphone",,,"Cell, smartphone",Employed part-time,Yes,Female,28,Two year associate degree from a college or university,Yes,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,cpo,CPO HH
